mmsi,shipname
211388930,BEATITAS
211389520,SOLITAER
211389640,SYMAGNETA
211390140,DORA
211390280,TOUESSROK2
211390920,JULO
211391490,BELLA
211392010,SYNOTUS
211392330,NORDLYS
211392360,PESADILLA
211392830,DIOGENES
211392870,MOEWE
211393660,PANINO
211394930,GLEDE
211395230,MSYCUMULUS
211395350,LONGOMAI
211395480,TITA
211396640,BRISE
211396950,VINUR
211397631,MELISA
211398620,BLUES
211399490,SONGLINE
211400500,FRIDA
211400630,BELUGA
211402440,SHEILA
211402750,BUONAVITA
211404490,PYXIS
211404820,GLUECKAUF
211405130,NIXE
211405160,BUTSCHER
211405300,ATLANTIS
211406030,JALLE
211408010,TOGETHER
211408460,KATHAMARIA3
211408760,KULFI
211408960,LEVIATHAN
211409500,HANGLOOSE
211410980,LILY
211411280,TRITON
211413160,FILOU
211413240,DERELCH
211413420,LENA
211414700,SAPPHO
211415320,CLAUDIA
211416120,MARTHAMARIA
211416350,HOOGEHOERN
211416390,CHARLOTTA
211416410,IKARUS
211416780,AURA
211416900,NEPTUN
211417220,ELBFUCHS
211417260,DWATTJE
211417370,LIBRA
211417650,JULIE
211417930,SYLEDERFISCH
211421190,SINUS
211421800,FENGARI
211423030,SYASBI
211424010,LYKKA
211424160,KARIN3
211426020,JOGA
211428110,ELLIHOFFMANNROESER
211429680,MYLADY
211429820,PAUL
211429960,VIKTORIA
211431160,CANINUS
211431258,HANSESTARB
211432840,AMUN
211434170,SEEROSE
211434490,ELLAPIE
211434850,MAKER9
211435450,FALICE
211435500,BREMEN30
211435860,PHOENIX
211435980,APPARILLOGER6807
211436770,AWENASA
211436910,TARGABLUE
211437510,EAUDELAVIE
211437680,PETRA
211438310,WS63
211438450,ODINSJAGT
211438550,EMILY
211438640,CYMBALINE
211438940,POLARIS
211439170,JOSEFIN
211439170,STEINHAEUSERDUISBURG
211439670,TEAMNOVO
211439890,BIGHADDOCK
211439940,STRIJELA
211440140,CRAZY
211440220,BONAVISTA
211441140,ADIANTE
211441640,TAGUSUPPLIER
211441730,GINASUN
211441970,DIFFERENT
211442110,LADYL
211442820,SYESCAPE
211443060,GOODLUCK
211443750,FINNBLUE
211443810,BIENE
211443970,DORADO
211444690,FAMILYISLAND2
211445140,INSCHALLA
211445240,DANZIG
211445460,SANTO
211445530,CETUS
211445780,NORDLICHT
211445940,NORDWIND
211445970,WILHELMINA
211446220,LEELOO
211446530,QUINTA
211446690,BELAMI
211446740,DOMARIN17
211447550,SYIMAGINE
211448560,LACHANCE
211448950,TODOVABIEN
211449350,REELEE
211450100,LOLLO
211450360,POSEIDON
211450520,JANGADA
211450970,TREX
211450990,PATRIA
211451760,HEIKE
211452200,AFRICANQUEEN
211452750,ROTESOLOSAILOR66
211453350,MADAME
211453570,AURYN
211454110,AQUILAMARIS
211454160,HALLMARE
211455400,MAKATEA
211455590,SASHASS
211455760,POSEIDON
211456820,AKKA
211457710,MARIAHELENA
211457790,NORDICLIGHT
211458070,INFINITY
211458290,NAUTILUS
211458800,POLARIS
211459480,OSTSEEEXPRESS
211459830,PAX
211459870,PHILINE
211460090,SUERTE
211461080,TOBAGO
211461490,ORCA
211463840,TINA
211464050,SUANCASA3
211465030,CALEDONIA
211465370,ARIANE
211465770,JOANADELSOL
211466390,AWENIUS
211466400,BESAMO
211466460,AMICAMARIS2
211466600,PHILINE
211468160,DELPHIN
211468590,SYSEESTERN
211469120,ZEST
211469300,MARILLE
211469510,WHITETURTLE
211469700,ENDOFWORK
211469810,STORCH
211470040,CAROLENA
211470870,SONAR
211471090,MOSHE
211471390,LUCA
211471480,ANNAHAMBURG
211471770,GERTRUD
211472240,TOGNUM
211472460,FREEDOM
211472490,AMARIS
211472690,VINGILOT
211472990,CHULUGI
211473050,FLIPSEA
211473250,PACHMO
211473270,PILGRIM
211473280,HEDONIA2
211474060,MARY
211475210,CLAUDIA
211475410,DRUID
211475600,FAEHREPRUEFENING
211475950,MAGRET
211476350,DANA
211476380,HEINZ
211476870,FLAIR
211477490,FIORA
211478030,INDIANA
211478840,TWEETYISLAND
211478870,MYDREAM
211478880,NOTARIUS
211478980,SPARTA
211479310,PURPURMOND
211479520,AUSZEIT
211479810,SAPHIR
211480880,NIMA
211481130,MARYLOU
211481430,SUSEWIND
211482130,SORBAS
211482850,HAPPINESS
211483020,KIRA
211483670,MYWERTH
211483770,ALADIN
211484770,WESTLIFE
211484790,OCEANONE
211485250,SANORI
211486130,JIM
211486410,ANJULINUI
211486780,WAILOHIA
211487170,ALBATROS
211487250,PADUA
211487400,YGGDRASIL
211487420,SEQINEQ
211487460,FERKEL2
211487610,POLARIS
211487630,NAIMA
211487840,GENIACHARTERMYDE
211488240,GREYCE
211488260,GATSBY
211488450,MALWIEDER
211488740,JUNO
211489300,FLOWER
211489700,RUPE
211489760,ADEBAR
211490340,JEUXDEAU
211491150,NORDWIND
211491170,BALTICFINN
211491360,CIRRUS
211491400,SNAG
211491620,STUCHEL5
211491970,COASTBUSTER
211492240,SYMERLIN
211492350,GREENDUCK
211492390,HARLEKIN
211492620,TRUWEN
211492850,LEVANTE
211493120,CELINE
211493280,APODIS
211494370,PAULA
211494400,OCEANLOUNGE
211495450,SPICA
211495500,CUMULUS
211495890,LALELU
211496180,RITH
211496210,VANLAUTIS
211496310,SYARWEN
211496570,GREGO
211497450,MOBYDICK
211497920,SYABACO
211497970,FESTINALENTE
211497990,FLUFLU
211498650,JUSTRIGHT
211498690,SAMONO
211498760,MYJULIETTE
211499240,CHIARA
211499310,OLDLADY
211499410,KAILIN
211499550,BLUEMERLIN
211500280,SITHONIA
211500530,SYKROAS
211500700,ANTARA
211501110,PAPILLON
211501440,BLAUERKORSAR
211501500,RECOVERY
211501760,GALILEI
211502020,INSULA
211502410,MS91
211502440,MS100
211502540,WESTFALIA
211503030,RUBIA
211503440,RONDINE
211504090,FAEHREMICHAELA2
211504600,NINA
211504790,TROJA
211505050,MYCRESCENDO2
211505150,SOLITAIRE2
211505370,LIONHEART
211505520,CLOUDYBAY
211505600,SEAHELPQUANTUM
211506330,BILGENENTOELER8
211506590,ELOUISE
211506630,VANADIS
211507060,NANKEA
211507170,GRANIT
211507310,SYFRADILIRA
211508060,CONXITA
211508340,NANOBI
211509030,ABALUS
211509080,LORETTA
211509330,HAILIGHT
211509700,GIGLIO
211510670,SESTON
211511040,SPEEDY
211511060,LINAS
211511180,HOOPTERMOEWE2
211511510,SYCHAMPUS
211511570,MICHAEL
211512020,RHEINNIXE
211512090,NURIA
211512250,WALTERABICHT
211512600,LILIENSTEIN
211512720,NECKARBUMMLER
211512820,CORA
211513610,ANNABELL
211513840,WAPPENVONTRIER
211513920,KAIROS
211513990,HERKULES
211514120,ARSVIVENDI
211514290,GLUECKAUF
211514630,PJSTOLTERA2
211514760,GERMANIA
211514900,HELENA
211515030,FIVEPACK
211515180,ALTHEIDELBERG
211515350,KLAASHAHN
211515680,WHYNOT
211515870,BOLTENTOR
211515980,DIEVAGO
211516060,MUTAFO
211516280,SYPANTARHEI
211516370,HAFENMUSIK
211516740,SCH2625
211516770,ELITE
211517540,SALMOXX
211517570,OCTAGON
211517640,CAROLINE
211518040,HAVERA
211518060,BAERENSTEIN
211518070,BORSBERG
211518108,LAURA
211518180,LAURA
211518290,SPREEBLICK1
211518310,SPREEPERLE
211518320,SPREECOMTESS
211518330,SPREELADY
211518340,ATHEN
211518380,LENA
211518420,JOEL
211518430,KAISERKRONE
211518450,SAMMY
211518470,GOODWILL
211518510,RIXDORF
211518580,KEHRWIEDER
211519370,BEROLINA
211519400,BRASIL
211519420,WEIHE
211519440,TEMPELHOF
211519490,SPERBER
211519550,DORNROESCHEN
211519590,LIBERTYTWO
211519640,HABICHT
211519650,NEPTUN
211519660,MOBYDICK
211519680,LIBERTE
211519800,HOEXTER
211519810,SUNSHINE
211519990,PIRAT
211520160,JUMIKA
211520190,EDUARDNEBELTHAU
211520200,SIEGFRIEDBOYSEN
211520400,LOHTANK2
211520410,ACHELOOS
211520640,MABAKER
211520830,ABSOLUT
211520980,SAARPLUS
211521310,NEPTUN
211521690,MOPS
211522370,CAECILIE
211522490,SCHUBBOOTMRED
211522550,BLEUBLAU
211522700,CAPTAINMORGAN
211523100,SPREEDIAMANT
211523130,UNDINE
211524650,ANDREA
211524720,SEAHORSE
211525110,BLACKPEARL
211525260,CHEMPARK
211525300,ERREMOSCIA
211525490,4US2
211525960,MARIE
211526120,LADYSOUKSOUK
211526700,KASSIOPEIA
211527020,RSP2003
211527160,TANTETRUEUES
211527530,NONO
211527680,ABRAXAS
211527760,ANAKONDA
211528070,SUMMERLOVE
211528680,HURTIGNOK
211529370,AVANTI
211529670,ALFA
211529720,AURIGA
211529900,PILGREM
211530160,PATRIA
211530420,VERA
211530440,HERRIE
211530460,ULRIKE
211530500,SANSSOUCI
211531600,EMELY
211531630,LUPETTO
211531640,MIRA
211531730,SYSEEWIND
211531830,REE
211532040,KOENIGSWALD
211532080,SYRAIATEA
211532350,VALIOSA
211532480,GALEA
211532860,SYTOPAS
211533080,JOYHAI
211533210,BALU
211533820,KONZ
211533880,ESCAPE
211533960,NOVA
211534050,ADELE
211534070,INDEPENDENCE2
211534110,ORANJENASSAU
211534140,IDIANSUMMER
211534310,QUEENANNELIES
211534450,HALDENSLEBERROLAND
211534630,SWAKOP
211535090,NEERTJE
211535780,BOSSANOVA
211536120,SYANNIKA
211536250,IPPOCAMPO
211536960,TAMOKO
211537010,JALAPENO
211537490,FLANMARE
211537740,ADVENTURE
211537910,TARA
211537970,HOKUXPOKUX
211538090,PARAMONGA
211538470,DULCIBELLA
211538510,SCHARHOERN
211539050,ODILIA
211539290,FIJO
211540130,BELLEVUE
211540140,BASTEI2
211540160,ADIOS
211540360,PONTONJOHANNES
211540690,KLABAUTERMANN
211540870,EDNA
211540890,EDBAER
211541070,YACHTIFLEX
211541140,MUCK
211541380,WAPPENVONLIMBURG
211541430,HOLYMOLY
211541630,NOW3
211542660,MIFFY
211543130,CATARA
211543200,SOLSKIN
211543520,ERNAMARIE
211543740,MERLIN
211543860,DELPHIN
211545380,AOTEA
211545420,VPLAURA102
211546190,PAIKEA
211546350,CARMENZITA
211546634,KARLSRUHE
211546730,TADORNA
211547090,KOMET
211547640,LUETTEDEERN
211548100,STRANDE2SK2
211548680,CALYPSO
211548910,MSKOLBENFRESSER
211549100,LADYS
211549210,TRIAS
211549650,LADY10
211550560,INXS
211550680,SAMSOE
211550910,ALBATROS
211550940,SABAIDEE
211551370,FUTURAPRIMA
211552260,CHALUNA
211552410,TEQUILA
211552510,BLU
211553260,INCROYABLE
211553570,FTEUMARE
211553710,EBFRANKFURT
211553901,MUSTANG
211553917,MUSTANG
211553918,MUSTANG
211553920,FSROENNEBECK
211554260,HELIOS
211554380,EMMA
211554490,MELODY
211554540,OPIHAAG
211554580,SL2056
211555040,COELIN
211555120,AMICA
211555220,TROEDELEI2
211555470,SAJUTOSA
211555550,IBTY
211555750,FLORIANRENDSBURG11781
211556450,VAGABOND
211557150,INFINITY
211557300,BALU
211557510,CATWALK
211557520,SKOKIE
211557640,LENEVONLUENEN
211557690,NANA
211559040,ALLERWEGEN
211559190,BLE2
211559270,BLE3
211559330,BLE6
211559540,WATERENWIND
211559570,CIGANKA
211559650,BLACKPEARL
211559690,OUTOFTHEBLUE
211559770,FAEHREWIPFELD
211559850,OBSESSION
211559950,SUMIBLUE
211560320,ARIELLE2
211560750,TONTTU
211561180,MARLIN
211561790,NEXT
211562120,LOTTA
211562480,MISSX
211562660,SYSALTYDOG
211562710,SUNSHINE
211563060,LUTRA
211563190,STELLAMARIS
211563440,SHUNA
211563700,AMICAVENTI
211564140,MILESAHEAD
211565200,THALES
211565350,FOLLOWME
211565380,MARISA
211565820,HERBERT
211566300,KNUD
211566350,EIGHTYFIVE
211566590,CONTEALBERTI
211567010,KRABBE
211567280,STATICELECTRIC
211567370,MAHIMAHI
211567890,XIADA
211568160,PAULE
211569110,VILLANDE
211569250,NADIR
211569430,RELAX
211569590,IMKE
211569680,DREAMCATCHER
211569940,CHEETAH
211570100,ALEIGA
211570460,BELONY
211570780,CYCNUS
211571130,GUAPA
211571140,MAURITIUS
211571410,LEIHA
211571620,NIKAIAVONHAMBURG
211571670,BABU
211571710,FROHSINN3
211571750,FLYINGDOG
211571790,KOHINOR
211571810,LUNA
211571900,STEFSTEF
211573120,ANDREA
211573300,TOSKANA
211573680,MISSSOFFI
211573770,ELIDA
211574320,LADYK
211574750,PUFFIN
211574820,NINA
211575610,CHRISTINA
211575640,XANTHIPPE
211575850,HUMMEL
211575960,ARIELLE
211576230,BIBI
211576270,CABRIAN
211576420,KOHINOOR
211576760,FAJU
211576780,ELCH
211576850,MADI
211577010,MIRO
211577570,JAJKOKOLUMBA
211577600,VELA
211577910,MARTINA
211577960,MRSPEEL
211577980,DANICA
211578120,HURDEWYN
211578250,UNDINE
211578270,AVALUN2
211578640,WENTOW
211578730,ABOKI
211579020,LOUISE
211579080,ALSCHAIN
211579140,MARIOLA
211579170,ANTONIA
211579340,SASSANDRA
211579830,KARIN
211580040,SYANTARIS
211580060,MANU4
211580550,SAPHIR
211580830,ENOLA
211582390,TONKER
211582790,BRIZO
211582870,METEOR
211583050,SARASIN
211583790,NORDWIND
211583800,ARISTO
211583840,VISPRI
211583940,SCHUEDDELFROST
211584200,GERONIMO
211584260,FINALLY
211584380,FROGZ4
211584600,MYMISTRAL
211584890,HAVELINE
211585560,RESOLUTE3
211585630,LUZY
211585650,JANUS
211585670,FRIESLAND
211585720,SCAMPI
211585840,SEEOTTER
211586110,SOLITAIRE
211586270,FIN
211586520,BELIAN
211587280,SWALKER
211587320,TRISANA
211587390,GEOENG1
211588160,ZENIT
211588380,SUSE
211588520,KARENE
211588770,BUEFFEL
211589160,MERLIN2
211589960,FRIPPE
211590130,METEOR
211590520,TARJA
211590670,TANGO
211591850,MARE
211592150,GOGELGOO
211592530,JULE4
211592890,MILATZ
211593670,AGLAIA
211593680,FORTUNA
211593930,DREAMTEAM2
211594090,IBIBENE
211594520,HOCHDONN
211594540,FAEHRENOBISKRUG
211594910,SKORPION
211595360,MYOHO
211595850,TOMCAT
211596230,ARIADNE
211597210,OELWEHR1
211597270,OELWEHR4
211597550,JOSEPHVFRAUNHOFEP
211597590,NJOY
211597660,TRAUMULUS
211598320,WS104
211598340,LADYRE
211598370,ASSINDIA
211598480,CLARATI
211600400,MADMAX
211600430,BLUEBALU
211600550,BALDEAGLE
211601160,TRITON
211601210,NICOLE
211602040,DESSY
211602500,MOZART2
211602760,ANNE
211602950,SEQUEL
211603010,PASSAT
211604240,ONYX
211604330,MANOUB
211604450,CONDESSADOMAR
211605200,CELINE
211605690,ARIESOFTHESEAS
211605880,NISRANDERS
211605940,TIMELESS
211606190,RUMMELSBURG
211606730,TTEGOISTE
211606770,SPONTAN
211606820,FRANZ
211607030,REGINE
211607210,LOTTCHEN
211607310,FELIXFELICIS
211607440,ISABELLA
211607540,PHOENIX
211607600,ARGO
211607930,MORRAN
211608170,NEULAND
211608450,LABORA
211608510,SHERRYTIME
211608520,VENTUSOFAFRICA
211608540,ANDREA
211608550,CARO
211608600,MAJA
211608700,BELLA
211608880,SYLIR
211608900,OBSESSION
211609000,LUNAMARE
211609010,SYSWALLOW
211609030,ELSA
211609040,GRACE2
211609460,ELISE
211609490,KAYA
211609600,DIVA
211610160,CARMENSYLVA
211610450,WAL
211610970,ZICKE
211611540,MARLIN
211611690,KAMA
211611720,SYPANTHERA
211611740,ROEDBETTA
211612120,YO
211612420,ENJOYSY
211612740,ALESIMA
211612840,PONTON34
211613130,ASIADECUBA
211613690,RUGARD
211613780,MAX3
211613880,ROSE
211614120,LAVIDA
211614140,SINDBAD
211614200,MYGENESIS
211614350,CATCOCOLOCO
211614360,STARSHIP
211614530,GOSIA
211614780,DOTTE
211614830,DIDAO
211615050,AVALON
211615320,PASSAT
211615330,ROSEA
211615510,PEGASE
211615610,UNLIMITED
211616490,EMSHOERN
211617120,ORIONE
211617160,QUINTETTA
211617390,GUDRUN
211617880,CAT2
211618160,REA
211618210,ADVENTURE
211618510,CHILLAX
211618650,LOORA
211618760,SEESTERN
211619350,ANNEKE
211619650,TAGUS2
211619710,SVRELAX
211620080,TETHYS
211620130,PANFILO
211620490,NAUTILUS
211620500,SEADREAM
211620520,VENUS
211621170,ASSAJE
211621340,WOIPI
211621380,TORGAU
211621460,SOLOSOLE
211621580,CHRISTIANE
211622330,SELLEBRUNN
211622660,PAPAGENA
211622940,SOLARIS
211622990,DREBBEL
211623210,FREYA
211623310,MISSION
211623340,KEENTIED
211623610,UNIVERS
211624010,SOVEREIGN
211624100,EXCITER
211624110,CORVINUS
211624120,AEQUITAS
211624200,ERGI
211624230,JANHIMP
211624750,BREITLING
211624780,SULIS
211624870,WARNOW
211624880,ALBIA
211625200,WASA
211625560,JULE
211626120,UNKELSTEIN
211626410,THETIS
211626520,COMPAAN
211626770,WILDEPERLE
211627490,PIRIKINO
211627570,SERENITY
211627620,PAULASTRACK
211627640,SYWETHOMI
211627690,GIBSY
211627710,SHYGIRL
211627910,AVONBYTHESEA
211628090,POLARIS
211628220,REDPEARL
211628450,FREYA
211628470,LALLI
211628720,TADAIMA
211628870,HENENWEER
211628880,ELEODES2
211629600,PARAUAPI
211629850,BALOO
211629870,ADLER
211629880,DENADA
211629980,MYBUDDY
211630070,SYILLUMINATI
211630180,ASTARTE
211630270,NJOERD
211630580,MARIA2
211630830,CESTLAVIE
211631020,BORROMEO
211631080,FRED
211631200,KIM
211631230,AZIZAM2
211631490,SANGRIA
211631640,HAFENRUH
211631670,JAMBHALA
211631730,MERCI
211631830,MIDUSHI
211631940,FREYA
211632010,SOMMERWIND
211632120,FIREBALL
211632340,QUANTUM41792803155
211632830,SAFARI
211632890,PICO
211633400,AURORA
211633430,MIALYNN
211633550,MERLIN
211634080,MV8
211634160,STINE
211634300,SNIGELHUS
211634440,KAIROS
211635130,CARPEDIEM
211635290,TOCCATA
211635470,KONRADADENAUER
211635660,TOJA
211635790,DIONYSOS
211636100,BEAGLE
211636130,KAROLA2
211636310,LONGTARA
211636410,ESIKO
211636610,OPTIMUSPRIME
211636700,AUDACE
211636740,GROOVY
211637040,MOJO
211637130,BLUEBOHEMIA
211637220,OSTWIND
211637320,SYANGELIQUE
211637390,CIRCE1
211637650,ANDREA
211637680,WAPI
211637700,BEPHIKA
211637740,Q
211637820,THW86021
211637890,NORDSTERN
211637910,ORION3
211638270,DROEMGRIS
211638310,HELIOS
211638720,ANTARIA2
211638830,WUNJO
211638850,VOELKLINGEN
211638890,NIDDASCHE
211638950,SKJOLD
211638980,SYSOMETHINGHOT
211639060,ALBATROS
211639430,JANNILS
211639810,SKYLAX
211639930,GINAB
211640090,ZEPHEYR
211640170,CASSIOPEIA
211640660,SARAJ
211640690,ITSMYLIFE
211640870,CHRIS
211641090,SILENTDREAM
211641200,SYPILIPALA
211642340,SIRIUS3522
211642440,NELLIE
211642450,NC11
211642500,SEACAT
211642720,MAGIC
211643140,WAVUVI
211643410,STEADFAST
211643750,BLUENOSE
211643850,CHARLOTTENBURG
211644250,CAPRICE
211644600,HEIDI
211644620,ANNA
211644900,ARIKANA
211644970,LINNEA
211645290,US4
211645620,SECRETLOVE
211645630,KAJEMI
211645680,SAIDA
211645690,DOORNROOSJE
211645870,ME
211646390,POMPIDOS
211646720,JEEVESOFHAMPSHIRE
211647540,HOPE
211648460,ARLOU
211648660,LETICIA
211648880,COMPAAN
211648960,ROBERT
211649210,RAJA
211649240,NJOY
211649540,YAK
211649570,MARGRIETHA
211649940,FRIEDA
211650540,MATILDA
211650680,LIBERTYPOGO
211650780,ANNA
211650800,ANNAROSA
211650870,FRITZMIDDELANIS
211651030,LEO57
211651270,AGLAIA
211651330,PINGUINI
211651410,WATERMAN
211651420,ELLI
211651490,MAGICMOON
211652650,DIAMOND
211653350,MAREN
211653760,EMDEN21
211653930,FOLING
211654340,FENNAND
211654490,CHICKADEE
211654690,ESKAPADE
211654910,SCARLINO
211655420,TIINA
211655760,LAAMISTAD
211656270,MANI
211656300,MUSTHAVE
211656350,NICOLE
211656360,BARBARELLA
211656590,CAVOK
211656640,ANNEBONNY
211657460,SYMARLENE
211657470,TANA
211657540,WISENT
211657960,HELENE
211658170,DULCINEA
211658770,JOJO5
211660040,ORION7
211660220,GORLEBEN
211660870,ANGERMUENDE
211661370,NIGHTWIND
211661740,MOJITO
211661860,WSP23
211662110,MARIEG
211662270,STEPBYSTEP2
211662470,LIAM
211662810,FEE3
211662840,HAKUNAMATATA
211663040,SOVEH
211663120,SPB6
211663160,SPB15
211663300,SYARAGORN
211663980,ALPHA
211663990,GALERIE2
211664020,CICERO
211664050,NINA
211664110,SAVARNA
211664150,VERENA
211664460,BLUEMARLIN
211664630,JONATHAN
211664940,KORNSAND
211664950,OCEANSPIRIT
211665070,EXPERIENCE
211665110,MONREVE
211665140,TINAMIKE
211665350,ARTUR
211665660,MEERA
211665790,ALB
211666120,ACHILLES
211666170,WISENT
211666210,KP2590
211666331,HAFENAUFSICHT
211666380,HESSEN1
211666450,LAUTER
211666490,DOMARIN1
211666520,DOMARIN10
211666540,OASIS
211666610,LOGOFF
211666690,JEWELOFTHECREEK
211667080,NIXE
211667110,STJOHANNES
211667150,GRISU
211667160,OFFSHORETAXIONE
211667340,STADTGERNSHEIM
211667360,ALBATROS
211667640,NONNENWERTH
211667660,SAADET2
211667850,AUSZEIT
211668280,MAXIMA
211668320,NAUTILUS
211668340,NIXE
211668460,SYNAUKE
211668590,MARI
211668670,MSOBERRHEIN
211668750,DUESSELSCHLOESCHEN
211668980,GRUENEMOEVE
211669050,PEILBOOTNAUTILUS
211669230,GIGIUS4
211669410,BELUENA
211669420,KRIA
211669500,AFRA
211670190,KESSY
211670420,RITTERJOHANN
211670430,CARPEDIEM2
211670520,BLUEBAT
211670640,ORCA
211670830,WS44
211670840,WS43
211670930,MONMON
211671060,LUCIACARA
211671190,TACOMA
211671320,TYR
211672130,KICKEMJENNY
211672250,OCEANBREEZE
211672330,TIGRIS
211672420,JONAS
211672520,LUNDE
211672780,FREIZHEIT
211672890,AMANZI
211673120,VARUNA6
211673570,LOTTE
211673690,PIWIPPKPB1
211674140,PRINCESSMIMI
211674160,ERNAB
211674510,US1
211674930,KANOA
211675070,OASE
211675130,CARA
211675140,KALTENENGERS771
211675210,FRIEDRICHFREYE
211675360,LOROLEI
211675410,FRIDA
211675740,SPB10
211675830,FUSHAN
211676050,SPARTAKUS
211676110,RASMUS
211676280,JULIA
211676420,JESSI
211676830,JANIP
211676900,MAYONA
211677320,DB8523
211677620,WHITEBIRD
211678170,ALBATROS
211678290,ELKE
211678370,EXTRA3
211678540,EMMA
211678810,ORION
211679040,SEGELBAR
211679430,INGA
211679770,EFEFTWO
211679850,STORMY
211679900,BINOM
211680080,GENTOO
211680390,SARAH
211680570,ATHENA
211680730,SYRAIJA
211680910,WANDERER
211680960,PONO
211681240,LEVANTE
211681530,EAGLE
211681690,MEEDLAND
211681940,TAURUS
211682200,BELESPRIT
211682400,AMICAMARE
211682570,VENUS
211682700,PEANPE
211683280,JETTE
211683290,PANTARHEI
211683390,FIEDE
211683820,NIMROD2
211683920,TERRA2
211684250,EMMA
211684320,MAWONGAB
211684350,TENDERLY
211684380,SUNRISE
211684410,SKEA
211684730,SMUKSON
211685060,LUZIA
211685120,NEVERSAYNEVER
211685190,LAGOM
211685270,RENNDITE
211686080,WUSELS4
211686100,ARIADNE
211686410,DAISY
211686930,JANNEKRISTIN
211687880,ARKONA2
211687990,AYOLOS
211688200,NESCIO
211688220,WHITEPEARL
211688250,SKYLARK
211688640,DADDELDU
211688680,LUFTIKUS
211688700,MIEKE
211689090,SOPHIEJULE
211689370,JOHANN
211689530,JOHANNA
211689540,PLANB3
211690080,FESTINALENTE
211690090,MECKEL
211690320,SEEFAEHRT
211690790,MAXI
211690930,LILLAX
211691160,GAMMELDANSK
211691340,SYHANNIMEDE
211691750,SALTYDOG
211691810,PFALZ
211691820,ARSVIVENDI
211691840,ROSINAX
211692190,AGORIA
211692300,FREMANTLEDOCTOR
211692450,EVERGREEN
211692490,MACHU
211692550,ANNALEZAH
211693730,VIKTORIA
211694130,SEEBRUUD
211694370,SCHLOSSHEIDELBERG
211694700,SUNNY
211694770,PANTARHEI
211694820,SYMOLLY
211695110,KUGELBAKE
211695180,KALEA
211695480,TRAFAN2
211695500,CORDELIA
211697370,NESSAJA
211697540,NIMOE
211697560,DIVA
211697770,KAEPTNBRASS
211697910,FOUR
211697940,TIMM
211698610,SEAHELPFLENSBURG4
211698650,ANNAKLARA
211698720,FRIDAVONSTRAND
211698770,WSPBOERDE08
211699670,SHONA
211699830,STINE
211699990,VITESSA
211700450,PETI
211700630,NEMO
211701630,RUNE
211701800,MARIANNE
211701880,HUGOLENTZ
211701890,JOHANNESDALMANN
211701920,BULLAY
211702020,SYAURELIE
211702930,WSP15
211702980,WSP19
211702990,WSP20
211703050,SEAHELPFLENSBURG
211703090,TIMELESS
211703140,NELSON
211703150,THISBE
211703420,XHOSA
211703610,ESSAOUIRA
211703930,FELLOW2
211704180,GREYPEARL
211704310,FRIEDA
211704510,OELWEHR9
211704550,FORTUNA
211704660,FLOW
211704730,SINNING
211705020,PYLOS
211705460,OURPEARL
211705560,MANUFIVE
211705960,KRISTINA
211705970,MATILDA
211706030,LADYBLUE
211706050,UWEGROTKOPP
211706390,SANOUK
211706510,EISBRECHERSEEWOLF
211706530,ETERNITY
211706610,GERTRUD
211706640,ARIELLE
211706810,KYANA
211706860,ADITURA
211706910,STNIKOLAUS
211707100,POWEROFCHAOS
211707290,BORUS
211707490,KOENIGGUNTHER
211707590,KINGFISHER
211707740,TSCHAIKA
211707780,FRAM
211708030,MOUETTEBLANCHE
211708370,ENTROPY
211708420,MASUMA
211708530,TAIMA
211708610,POLIZEIBOOTODIN
211708790,MALINA
211708870,MS34
211709190,TKMSSUBMARINE
211727474,LOBENSTEIN
211782820,MISTRAL
211794210,HAVEL
211890000,KLOARKIMMING
212160061,MSCJEANNE
212176744,ICEBASE
212222000,LARA
212223000,APANDREAS
212260031,TERAJET
212336642,HYUNDAISHANGHAI
212357032,VORONEZH
212437000,SEATROUT
212560000,AFRICANLIFTER
212854012,MUSTANG
212854015,MUSTANG
212858031,EDTARES
212983029,KOULLA
212983038,PIRATE
212983049,OCEANFLYER
212983058,CHRISTADONIS
212983059,NIKA
212983068,FLISVOS
212983076,ARGO
212983081,BLUELAGOON
212983082,ARGO
213181000,ELITA
213541000,CAPCHAKHVADZE
213584000,NIKONIKOLADZE
