"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","NPS_LANDED_WEIGHT_MTONS","NPS_LANDED_WEIGHT_PPP","NPS_EXVESSEL_REVENUE","NPS_CONFIDENTIAL_FLAG","SPS_LANDED_WEIGHT_MTONS","SPS_LANDED_WEIGHT_PPP","SPS_EXVESSEL_REVENUE","SPS_CONFIDENTIAL_FLAG","CWA_LANDED_WEIGHT_MTONS","CWA_LANDED_WEIGHT_PPP","CWA_EXVESSEL_REVENUE","CWA_CONFIDENTIAL_FLAG","CLW_LANDED_WEIGHT_MTONS","CLW_LANDED_WEIGHT_PPP","CLW_EXVESSEL_REVENUE","CLW_CONFIDENTIAL_FLAG","WA5_LANDED_WEIGHT_MTONS","WA5_LANDED_WEIGHT_PPP","WA5_EXVESSEL_REVENUE","WA5_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2014","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",534.8,.7,823653,"",,,,"",12865.9,.53,14932666,"",,,,"*",,,,"",13400.7,,15756319,"*"
"2014","W","SRMP","....","SPOTTED PRAWN","SPRW",146.6,8.16,2637369,"",21.5,5.68,268676,"",3.2,5.89,40916,"",,,,"",,,,"*",171.3,,2946961,"*"
"2014","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",256.8,,950546,"",350.1,,1894522,"",24518.3,,8064487,"",7914.3,,3341218,"",3.8,,22258,"",33043.3,,14273031,""
"2015","W","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",187.7,.44,182741,"",,,,"*",,,,"*",,,,"",187.7,,182741,"*"
"2015","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","CRAB","....","DUNGENESS CRAB","DCRB",3725.8,4.64,38100740,"",547.7,5,6038451,"",2277.9,5.01,25142721,"",275.5,5.31,3223069,"",32.3,4.41,313306,"",6859.2,,72818287,""
"2015","W","CRAB","TCRB","UNSP. TANNER CRAB","UTCR",8,2.26,40036,"",,,,"",,,,"",,,,"",,,,"",8,,40036,""
"2015","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",,,,"*",,,,"",,,,"*",4.3,.1,922,"",,,,"",4.3,,922,"*"
"2015","W","GRND","FLAT","DOVER SOLE","DOVR",256.7,.44,247959,"",,,,"",,,,"*",3.2,.44,3120,"",,,,"",259.9,,251079,"*"
"2015","W","GRND","FLAT","ENGLISH SOLE","EGLS",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","PETRALE SOLE","PTRL",266.8,1.14,668010,"",,,,"*",1.7,.53,1951,"",7,1.05,16249,"",,,,"",275.5,,686210,"*"
"2015","W","GRND","FLAT","REX SOLE","REX",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","ROCK SOLE","RSOL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","SAND SOLE","SSOL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","STARRY FLOUNDER","STRY",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","FLAT","UNSP. FLATFISH","UFLT",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","MGRN","BIG SKATE","BSKT",.7,.34,540,"",,,,"",,,,"*",,,,"*",,,,"",.7,,540,"*"
"2015","W","GRND","MGRN","SPINY DOGFISH","DSRK",141.1,.31,95827,"",,,,"",,,,"*",,,,"*",,,,"",141.1,,95827,"*"
"2015","W","GRND","MGRN","LONGNOSE SKATE","LSKT",35.1,.42,32660,"",,,,"",1.8,.25,1002,"",7.2,.38,6001,"",,,,"",44.1,,39663,""
"2015","W","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","MGRN","UNSP. SKATE","USKT",174.2,.4,154956,"",,,,"",.7,.31,505,"",0,.24,19,"",,,,"",174.9,,155480,""
"2015","W","GRND","ROCK","AURORA ROCKFISH","ARRA",.1,.47,111,"",,,,"",0,.7,32,"",0,.47,20,"",,,,"",.1,,163,""
"2015","W","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.2,.61,243,"",,,,"",,,,"*",0,.51,19,"",,,,"",.2,,262,"*"
"2015","W","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",.8,.84,1452,"",,,,"",,,,"*",,,,"",,,,"",.8,,1452,"*"
"2015","W","GRND","ROCK","BLACKSPOTTED ROCKFISH","BSPR",1.1,.55,1323,"",,,,"",.2,.48,213,"",.3,.53,292,"",,,,"",1.6,,1828,""
"2015","W","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.3,.54,305,"",,,,"",,,,"*",,,,"",,,,"",.3,,305,"*"
"2015","W","GRND","ROCK","CANARY ROCKFISH","CNRY",3,.63,4182,"",,,,"",5.7,.41,5136,"",,,,"*",,,,"",8.7,,9318,"*"
"2015","W","GRND","ROCK","NOM. DARKBLOTCHED ROCKFISH","DBR1",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",1.1,.65,1528,"",,,,"*",8.5,.5,9370,"",1.3,.4,1147,"",,,,"",10.9,,12045,"*"
"2015","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",0,.57,44,"",,,,"",.1,.13,16,"",.1,.48,72,"",,,,"",.2,,132,""
"2015","W","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","NOR. UNSP. SHELF ROCKFISH","NUSF",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","NOR. UNSP. SLOPE ROCKFISH","NUSP",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","NOR. UNSP. NEAR-SHORE ROCKFISH","NUSR",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",.9,.56,1123,"",,,,"",9.4,.5,10364,"",1.1,.42,1028,"",,,,"",11.4,,12515,""
"2015","W","GRND","ROCK","NOM. ROUGHEYE + BLACKSPOTTED","RBR1",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",18.6,.6,24602,"",,,,"",2.4,.74,3960,"",1.6,.43,1537,"",,,,"",22.6,,30099,""
"2015","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",16.8,.53,19518,"",,,,"",12,.48,12769,"",9.6,.49,10494,"",,,,"",38.4,,42781,""
"2015","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",1.8,.6,2390,"",,,,"",.3,.41,272,"",.1,.39,84,"",,,,"",2.2,,2746,""
"2015","W","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",.1,.54,98,"",,,,"",,,,"*",,,,"",,,,"",.1,,98,"*"
"2015","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"*",,,,"",,,,"*",0,.45,26,"",,,,"",0,,26,"*"
"2015","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",.4,.47,373,"",,,,"",,,,"*",,,,"*",,,,"",.4,,373,"*"
"2015","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",2.1,.49,2287,"",,,,"",.6,.54,700,"",1,.42,876,"",,,,"",3.7,,3863,""
"2015","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",43.6,.76,73090,"",,,,"",4.2,.58,5384,"",4.6,.75,7518,"",,,,"",52.4,,85992,""
"2015","W","GRND","ROCK","UNSP. ROCKFISH","URCK",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",,,,"*",,,,"",,,,"*",8.8,.13,2595,"",,,,"",8.8,,2595,"*"
"2015","W","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.5,.42,478,"",,,,"",.3,.73,407,"",,,,"",,,,"",.8,,885,""
"2015","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",10.2,.51,11531,"",,,,"*",.3,.49,324,"",,,,"*",,,,"",10.5,,11855,"*"
"2015","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",350.2,.5,386178,"",,,,"*",166.7,.43,158101,"",.7,.33,528,"",,,,"",517.6,,544807,"*"
"2015","W","GRND","ROND","LINGCOD","LCOD",42.9,.86,81034,"",,,,"*",10,1.01,22367,"",1.6,.75,2698,"",,,,"",54.5,,106099,"*"
"2015","W","GRND","ROND","PACIFIC COD","PCOD",490.6,.43,465212,"",,,,"*",19.6,.58,25056,"",.3,.26,159,"",,,,"",510.5,,490427,"*"
"2015","W","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","GRND","ROND","SABLEFISH","SABL",360.2,4.85,3848818,"",,,,"*",165.2,3.83,1395272,"",166.1,4.8,1757029,"",,,,"",691.5,,7001119,"*"
"2015","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","HMSP","TUNA","ALBACORE","ALBC",195.8,1.26,542651,"",85.5,1.14,214401,"",5364.1,1.16,13760259,"",2150.1,1.15,5436702,"",,,,"*",7795.5,,19954013,"*"
"2015","W","OTHR","....","EULACHON","EULC",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2015","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","OTHR","....","MISC. FISH","MSC2",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","OTHR","....","UNSP. OCTOPUS","OCTP",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","OTHR","....","PACIFIC HALIBUT","PHLB",148.9,6.21,2039652,"",1.5,5.59,18255,"",32.7,5.54,399405,"",12.3,6.12,166251,"",,,,"",195.4,,2623563,""
"2015","W","OTHR","....","UNSP. SCULPIN","SCLP",.3,.77,571,"",,,,"",,,,"*",,,,"",,,,"",.3,,571,"*"
"2015","W","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"*",.6,.18,234,"",,,,"",.6,,234,"*"
"2015","W","OTHR","....","UNSP. SMELT","SMLT",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","OTHR","....","UNSP. HAGFISH","UHAG",130.5,.99,285973,"",,,,"*",427.8,1.16,1093968,"",,,,"",,,,"",558.3,,1379941,"*"
"2015","W","OTHR","....","UNSP. SHARK","USRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2015","W","OTHR","BASS","WHITE SEABASS","WBAS",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",93.1,1.25,255965,"",13.2,1.44,41903,"",,,,"",,,,"",,,,"",106.3,,297868,""
"2015","W","OTHR","ECHN","RED SEA URCHIN","RURC",202.1,.87,389368,"",,,,"*",,,,"",,,,"",,,,"",202.1,,389368,"*"
"2015","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",299.5,4.65,3072670,"",88.7,4.78,935485,"",,,,"*",,,,"",,,,"",388.2,,4008155,"*"
"2015","W","OTHR","STRG","WHITE STURGEON","WSTG",,,,"*",,,,"*",,,,"*",9.4,3.54,73467,"",,,,"",9.4,,73467,"*"
"2015","W","SAMN","....","CHINOOK SALMON","CHNK",924.3,2.7,5494546,"",795.8,2.76,4847071,"",648.1,2.92,4168775,"",835.3,2.56,4707372,"",.5,3.08,3333,"",3204,,19221097,""
"2015","W","SAMN","....","CHUM SALMON","CHUM",1421.9,.64,2004155,"",2778.2,.56,3420680,"",74.9,.47,78278,"",,,,"*",,,,"",4275,,5503113,"*"
"2015","W","SAMN","....","COHO SALMON","COHO",72,1.41,224634,"",62.9,1.27,176554,"",128.4,1.64,463487,"",13.4,1.55,45769,"",,,,"*",276.7,,910444,"*"
"2015","W","SAMN","....","PINK SALMON","PINK",1146.9,.24,609648,"",201.2,.21,93407,"",.6,.26,361,"",,,,"",,,,"*",1348.7,,703416,"*"
"2015","W","SAMN","....","SOCKEYE SALMON","SOCK",158.7,1.39,485952,"",19.5,1.57,67438,"",22.8,1.96,98701,"",10.8,1.52,36313,"",,,,"",211.8,,688404,""
"2015","W","SAMN","....","STEELHEAD","STLH",29.9,2.13,140567,"",36.3,2.22,177920,"",119.1,2.51,659628,"",17,1.21,45624,"",,,,"*",202.3,,1023739,"*"
"2015","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","CLAM","GEODUCK","GDUK",301.5,9.82,6529203,"",1920.4,8.64,36565511,"",,,,"*",,,,"",,,,"*",2221.9,,43094714,"*"
"2015","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"*",0,,0,"*"
"2015","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"*",0,,0,"*"
"2015","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"2015","W","SRMP","....","OTHER SHRIMP","OSRM",50.3,1.85,204791,"",,,,"*",,,,"",,,,"",,,,"",50.3,,204791,"*"
"2015","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",100.4,.54,120409,"",,,,"*",17450.1,.72,27623739,"",,,,"*",,,,"",17550.5,,27744148,"*"
"2015","W","SRMP","....","SPOTTED PRAWN","SPRW",138.3,8.21,2501875,"",18.6,6.5,266904,"",19.8,4.25,185191,"",,,,"",,,,"",176.7,,2953970,""
"2015","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",504,,774084,"",436.1,,1650320,"",13210.6,,2631331,"",4038.2,,2613768,"",33.7,,462858,"",18222.6,,8132361,""
"2016","W","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",128,.39,110085,"",,,,"*",,,,"*",,,,"",128,,110085,"*"
"2016","W","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",276.7,.25,153512,"",,,,"",,,,"",276.7,,153512,""
"2016","W","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2016","W","CRAB","....","DUNGENESS CRAB","DCRB",3434.1,4.47,33863829,"",578,4.5,5738986,"",4645.4,3.5,35895611,"",1406.7,3.47,10756087,"",294.9,4.47,2907182,"",10359.1,,89161695,""
"2016","W","CRAB","TCRB","UNSP. TANNER CRAB","UTCR",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",50.6,.1,10601,"",,,,"",,,,"*",,,,"*",,,,"",50.6,,10601,"*"
"2016","W","GRND","FLAT","DOVER SOLE","DOVR",346.6,.43,331875,"",,,,"",.3,.37,268,"",,,,"*",,,,"",346.9,,332143,"*"
"2016","W","GRND","FLAT","ENGLISH SOLE","EGLS",85.4,.36,67676,"",,,,"",,,,"*",,,,"",,,,"",85.4,,67676,"*"
"2016","W","GRND","FLAT","PETRALE SOLE","PTRL",318.9,1.07,750102,"",,,,"*",.3,1.02,745,"",.2,.29,130,"",,,,"",319.4,,750977,"*"
"2016","W","GRND","FLAT","REX SOLE","REX",85,.37,68577,"",,,,"",,,,"*",,,,"*",,,,"",85,,68577,"*"
"2016","W","GRND","FLAT","ROCK SOLE","RSOL",8,.41,7299,"",,,,"",,,,"",,,,"",,,,"",8,,7299,""
"2016","W","GRND","FLAT","STARRY FLOUNDER","STRY",.5,1.94,2309,"",,,,"",,,,"",,,,"",,,,"",.5,,2309,""
"2016","W","GRND","FLAT","UNSP. SANDDABS","UDAB",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","FLAT","UNSP. FLATFISH","UFLT",22.2,.31,15144,"",,,,"",,,,"*",,,,"",,,,"",22.2,,15144,"*"
"2016","W","GRND","MGRN","BIG SKATE","BSKT",.7,.36,534,"",,,,"",.4,.14,139,"",,,,"*",,,,"",1.1,,673,"*"
"2016","W","GRND","MGRN","SPINY DOGFISH","DSRK",118,.29,76199,"",,,,"",,,,"*",,,,"*",,,,"*",118,,76199,"*"
"2016","W","GRND","MGRN","LONGNOSE SKATE","LSKT",54.3,.48,57264,"",,,,"",6.3,.51,7135,"",8.4,.39,7262,"",,,,"",69,,71661,""
"2016","W","GRND","MGRN","SPOTTED RATFISH","RATF",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","MGRN","UNSP. SKATE","USKT",195.4,.54,230677,"",,,,"*",.2,.53,197,"",,,,"*",,,,"*",195.6,,230874,"*"
"2016","W","GRND","ROCK","AURORA ROCKFISH","ARRA",.2,.32,127,"",,,,"",0,.65,16,"",0,.61,14,"",,,,"",.2,,157,""
"2016","W","GRND","ROCK","BANK ROCKFISH","BANK",,,,"",,,,"",0,.72,13,"",0,.51,3,"",,,,"",0,,16,""
"2016","W","GRND","ROCK","BOCACCIO","BCAC",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","BLACKGILL ROCKFISH","BLGL",.1,.53,93,"",,,,"",.1,.71,110,"",0,.54,35,"",,,,"",.2,,238,""
"2016","W","GRND","ROCK","NOM. BLACK ROCKFISH","BLK1",1.7,.89,3238,"",,,,"",,,,"*",,,,"",,,,"",1.7,,3238,"*"
"2016","W","GRND","ROCK","BLACKSPOTTED ROCKFISH","BSPR",.9,.64,1259,"",,,,"",.8,.77,1362,"",.4,.56,471,"",,,,"",2.1,,3092,""
"2016","W","GRND","ROCK","NOM. CANARY ROCKFISH","CNR1",.6,.5,608,"",,,,"",,,,"*",,,,"",,,,"",.6,,608,"*"
"2016","W","GRND","ROCK","CANARY ROCKFISH","CNRY",2.1,.54,2437,"",,,,"",5.6,.23,2806,"",,,,"*",,,,"",7.7,,5243,"*"
"2016","W","GRND","ROCK","NOM. DARKBLOTCHED ROCKFISH","DBR1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",2.9,.57,3643,"",,,,"",3.3,.27,2021,"",.4,.52,512,"",,,,"",6.6,,6176,""
"2016","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",0,.47,45,"",,,,"*",0,0,0,"",0,.94,2,"",,,,"",0,,47,"*"
"2016","W","GRND","ROCK","HARLEQUIN ROCKFISH","HLQN",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","LONGSPINE THORNYHEAD","LSPN",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","NOR. UNSP. SHELF ROCKFISH","NUSF",5.5,.4,4799,"",,,,"*",,,,"*",,,,"*",,,,"",5.5,,4799,"*"
"2016","W","GRND","ROCK","NOR. UNSP. SLOPE ROCKFISH","NUSP",,,,"*",,,,"",,,,"*",0,.66,69,"",,,,"",0,,69,"*"
"2016","W","GRND","ROCK","NOR. UNSP. NEAR-SHORE ROCKFISH","NUSR",.1,.54,150,"",,,,"",,,,"",,,,"",,,,"",.1,,150,""
"2016","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",3,.58,3871,"",,,,"",10.2,.28,6269,"",.1,.39,91,"",,,,"",13.3,,10231,""
"2016","W","GRND","ROCK","NOM. ROUGHEYE + BLACKSPOTTED","RBR1",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",15.9,.61,21548,"",,,,"",4,.67,5870,"",1.9,.56,2383,"",,,,"",21.8,,29801,""
"2016","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",0,.75,34,"",,,,"",,,,"*",,,,"*",,,,"",0,,34,"*"
"2016","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",22.5,.58,28734,"",,,,"",13.7,.67,20365,"",9.6,.52,11081,"",,,,"",45.8,,60180,""
"2016","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.6,.62,827,"",,,,"*",.2,.37,185,"",.1,.7,132,"",,,,"",.9,,1144,"*"
"2016","W","GRND","ROCK","NOM. SHORTBELLY ROCKFISH","SBL1",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",,,,"",,,,"",.8,.41,702,"",.1,.66,109,"",,,,"",.9,,811,""
"2016","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",1.3,.28,781,"",,,,"",0,.41,45,"",0,.54,7,"",,,,"",1.3,,833,""
"2016","W","GRND","ROCK","NOM. SHORTRAKER ROCKFISH","SRK1",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",1.4,.52,1645,"",,,,"",.6,.61,819,"",1,.61,1302,"",,,,"",3,,3766,""
"2016","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",43.8,.74,71584,"",,,,"",5.2,.75,8567,"",3.8,.82,6925,"",,,,"",52.8,,87076,""
"2016","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",12.6,.45,12535,"",,,,"",,,,"*",,,,"*",,,,"",12.6,,12535,"*"
"2016","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",.1,.57,72,"",,,,"",.2,.84,301,"",,,,"",,,,"",.3,,373,""
"2016","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",,,,"",0,.6,59,"",0,.63,66,"",,,,"",0,,125,""
"2016","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",32.9,.5,36174,"",.4,.5,452,"",.4,.59,529,"",,,,"*",,,,"",33.7,,37155,"*"
"2016","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",200.6,.5,221105,"",,,,"",176.7,.27,106959,"",6.6,.29,4286,"",,,,"",383.9,,332350,""
"2016","W","GRND","ROND","LINGCOD","LCOD",108.6,.91,217419,"",.1,1.95,591,"",10.4,.91,20829,"",1.3,1.14,3300,"",,,,"",120.4,,242139,""
"2016","W","GRND","ROND","PACIFIC COD","PCOD",295.2,.46,299828,"",,,,"*",4,.87,7610,"",.6,.7,988,"",,,,"",299.8,,308426,"*"
"2016","W","GRND","ROND","WALLEYE POLLOCK","PLCK",,,,"*",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"2016","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2016","W","GRND","ROND","SABLEFISH","SABL",394.1,4.87,4231733,"",,,,"*",218.8,4.35,2096591,"",148.9,4.41,1446653,"",,,,"",761.8,,7774977,"*"
"2016","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2016","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
